loc,cases,deaths,date,region
SOUTHERN LEYTE,6,0,6/14/2020,Region VIII
SOUTHERN LEYTE,7,0,6/21/2020,Region VIII
SOUTHERN LEYTE,2,0,6/28/2020,Region VIII
SOUTHERN LEYTE,3,0,7/5/2020,Region VIII
SOUTHERN LEYTE,5,0,7/12/2020,Region VIII
SOUTHERN LEYTE,12,0,7/19/2020,Region VIII
SOUTHERN LEYTE,5,0,7/26/2020,Region VIII
SOUTHERN LEYTE,0,0,8/2/2020,Region VIII
SOUTHERN LEYTE,3,0,8/9/2020,Region VIII
SOUTHERN LEYTE,1,0,8/16/2020,Region VIII
SOUTHERN LEYTE,2,0,8/23/2020,Region VIII
SOUTHERN LEYTE,4,0,8/30/2020,Region VIII
SOUTHERN LEYTE,8,0,9/6/2020,Region VIII
SOUTHERN LEYTE,17,0,9/13/2020,Region VIII
SOUTHERN LEYTE,6,0,9/20/2020,Region VIII
SOUTHERN LEYTE,7,0,9/27/2020,Region VIII
SOUTHERN LEYTE,7,0,10/4/2020,Region VIII
SOUTHERN LEYTE,4,0,10/11/2020,Region VIII
SOUTHERN LEYTE,0,0,10/18/2020,Region VIII
SOUTHERN LEYTE,2,0,10/25/2020,Region VIII
SOUTHERN LEYTE,2,0,11/1/2020,Region VIII
SOUTHERN LEYTE,4,0,11/8/2020,Region VIII
SOUTHERN LEYTE,12,0,11/15/2020,Region VIII
SOUTHERN LEYTE,6,0,11/22/2020,Region VIII
SOUTHERN LEYTE,5,0,11/29/2020,Region VIII
SOUTHERN LEYTE,6,0,12/6/2020,Region VIII
SOUTHERN LEYTE,4,0,12/13/2020,Region VIII
SOUTHERN LEYTE,1,0,12/20/2020,Region VIII
SOUTHERN LEYTE,2,0,12/27/2020,Region VIII
SOUTHERN LEYTE,0,0,1/3/2021,Region VIII
SOUTHERN LEYTE,0,0,1/10/2021,Region VIII
TACLOBAN,5,0,1/12/2020,Region VIII
TACLOBAN,32,1,1/19/2020,Region VIII
TACLOBAN,22,0,1/26/2020,Region VIII
TACLOBAN,18,0,2/2/2020,Region VIII
TACLOBAN,22,0,2/9/2020,Region VIII
TACLOBAN,28,0,2/16/2020,Region VIII
TACLOBAN,36,0,2/23/2020,Region VIII
TACLOBAN,15,0,3/1/2020,Region VIII
TACLOBAN,27,0,3/8/2020,Region VIII
TACLOBAN,19,0,3/15/2020,Region VIII
TACLOBAN,18,0,3/22/2020,Region VIII
TACLOBAN,6,0,3/29/2020,Region VIII
TACLOBAN,5,0,4/5/2020,Region VIII
TACLOBAN,2,0,4/12/2020,Region VIII
TACLOBAN,4,0,4/19/2020,Region VIII
TACLOBAN,1,0,4/26/2020,Region VIII
TACLOBAN,3,0,5/3/2020,Region VIII
TACLOBAN,2,0,5/10/2020,Region VIII
TACLOBAN,6,0,5/17/2020,Region VIII
TACLOBAN,3,0,5/24/2020,Region VIII
TACLOBAN,2,0,5/31/2020,Region VIII
TACLOBAN,2,0,6/7/2020,Region VIII
TACLOBAN,3,0,6/14/2020,Region VIII
TACLOBAN,0,0,6/21/2020,Region VIII
TACLOBAN,0,0,6/28/2020,Region VIII
TACLOBAN,1,0,7/5/2020,Region VIII
TACLOBAN,2,0,7/12/2020,Region VIII
TACLOBAN,0,0,7/19/2020,Region VIII
TACLOBAN,0,0,7/26/2020,Region VIII
TACLOBAN,3,0,8/2/2020,Region VIII
TACLOBAN,3,0,8/9/2020,Region VIII
TACLOBAN,2,0,8/16/2020,Region VIII
TACLOBAN,4,0,8/23/2020,Region VIII
TACLOBAN,2,0,8/30/2020,Region VIII
TACLOBAN,3,0,9/6/2020,Region VIII
TACLOBAN,2,0,9/13/2020,Region VIII
TACLOBAN,1,0,9/20/2020,Region VIII
TACLOBAN,0,0,9/27/2020,Region VIII
TACLOBAN,1,0,10/4/2020,Region VIII
TACLOBAN,2,0,10/11/2020,Region VIII
TACLOBAN,1,0,10/18/2020,Region VIII
TACLOBAN,5,0,10/25/2020,Region VIII
TACLOBAN,0,0,11/1/2020,Region VIII
TACLOBAN,1,0,11/8/2020,Region VIII
TACLOBAN,0,0,11/15/2020,Region VIII
TACLOBAN,3,0,11/22/2020,Region VIII
TACLOBAN,1,0,11/29/2020,Region VIII
TACLOBAN,4,0,12/6/2020,Region VIII
TACLOBAN,2,0,12/13/2020,Region VIII
TACLOBAN,4,0,12/20/2020,Region VIII
TACLOBAN,1,0,12/27/2020,Region VIII
TACLOBAN,2,0,1/3/2021,Region VIII
TACLOBAN,3,0,1/10/2021,Region VIII
ISABELA CITY,6,0,1/12/2020,Region IX
ISABELA CITY,12,0,1/19/2020,Region IX
ISABELA CITY,11,0,1/26/2020,Region IX
ISABELA CITY,13,0,2/2/2020,Region IX
ISABELA CITY,8,0,2/9/2020,Region IX
ISABELA CITY,1,0,2/16/2020,Region IX
ISABELA CITY,5,0,2/23/2020,Region IX
ISABELA CITY,5,0,3/1/2020,Region IX
ISABELA CITY,6,0,3/8/2020,Region IX
ISABELA CITY,4,0,3/15/2020,Region IX
ISABELA CITY,4,0,3/22/2020,Region IX
ISABELA CITY,1,0,3/29/2020,Region IX
ISABELA CITY,2,0,4/5/2020,Region IX
ISABELA CITY,3,0,4/12/2020,Region IX
ISABELA CITY,1,0,4/19/2020,Region IX
ISABELA CITY,1,0,4/26/2020,Region IX
ISABELA CITY,1,0,5/3/2020,Region IX
ISABELA CITY,1,0,5/10/2020,Region IX
ISABELA CITY,1,0,5/17/2020,Region IX
ISABELA CITY,0,0,5/24/2020,Region IX
ISABELA CITY,1,0,5/31/2020,Region IX
ISABELA CITY,0,0,6/7/2020,Region IX
ISABELA CITY,3,0,6/14/2020,Region IX
ISABELA CITY,0,0,6/21/2020,Region IX
ISABELA CITY,5,0,6/28/2020,Region IX
ISABELA CITY,5,0,7/5/2020,Region IX
ISABELA CITY,3,0,7/12/2020,Region IX
ISABELA CITY,5,0,7/19/2020,Region IX
ISABELA CITY,3,0,7/26/2020,Region IX
ISABELA CITY,1,0,8/2/2020,Region IX
ISABELA CITY,2,0,8/9/2020,Region IX
ISABELA CITY,1,0,8/16/2020,Region IX
ISABELA CITY,5,0,8/23/2020,Region IX
ISABELA CITY,2,0,8/30/2020,Region IX
ISABELA CITY,1,0,9/6/2020,Region IX
ISABELA CITY,4,0,9/13/2020,Region IX
ISABELA CITY,2,0,9/20/2020,Region IX
ISABELA CITY,2,0,9/27/2020,Region IX
ISABELA CITY,6,0,10/4/2020,Region IX
ISABELA CITY,2,0,10/11/2020,Region IX
ISABELA CITY,3,0,10/18/2020,Region IX
ISABELA CITY,2,0,10/25/2020,Region IX
ISABELA CITY,1,0,11/1/2020,Region IX
ISABELA CITY,3,0,11/8/2020,Region IX
ISABELA CITY,4,0,11/15/2020,Region IX
ISABELA CITY,1,0,11/22/2020,Region IX
ISABELA CITY,1,0,11/29/2020,Region IX
ISABELA CITY,2,0,12/6/2020,Region IX
ISABELA CITY,1,0,12/13/2020,Region IX
ISABELA CITY,3,0,12/20/2020,Region IX
ISABELA CITY,2,0,12/27/2020,Region IX
ISABELA CITY,0,0,1/3/2021,Region IX
ISABELA CITY,0,0,1/10/2021,Region IX
ZAMBOANGA CITY,18,0,1/12/2020,Region IX
ZAMBOANGA CITY,30,0,1/19/2020,Region IX
ZAMBOANGA CITY,32,0,1/26/2020,Region IX
ZAMBOANGA CITY,24,0,2/2/2020,Region IX
ZAMBOANGA CITY,40,0,2/9/2020,Region IX
ZAMBOANGA CITY,34,0,2/16/2020,Region IX
ZAMBOANGA CITY,21,0,2/23/2020,Region IX
ZAMBOANGA CITY,22,0,3/1/2020,Region IX
ZAMBOANGA CITY,24,0,3/8/2020,Region IX
ZAMBOANGA CITY,31,0,3/15/2020,Region IX
ZAMBOANGA CITY,25,0,3/22/2020,Region IX
ZAMBOANGA CITY,14,1,3/29/2020,Region IX
ZAMBOANGA CITY,5,0,4/5/2020,Region IX
ZAMBOANGA CITY,2,0,4/12/2020,Region IX
ZAMBOANGA CITY,5,0,4/19/2020,Region IX
ZAMBOANGA CITY,1,0,4/26/2020,Region IX
ZAMBOANGA CITY,3,0,5/3/2020,Region IX
ZAMBOANGA CITY,4,0,5/10/2020,Region IX
ZAMBOANGA CITY,1,0,5/17/2020,Region IX
ZAMBOANGA CITY,2,0,5/24/2020,Region IX
ZAMBOANGA CITY,1,0,5/31/2020,Region IX
ZAMBOANGA CITY,4,0,6/7/2020,Region IX
ZAMBOANGA CITY,3,1,6/14/2020,Region IX
ZAMBOANGA CITY,2,0,6/21/2020,Region IX
ZAMBOANGA CITY,6,0,6/28/2020,Region IX
ZAMBOANGA CITY,6,0,7/5/2020,Region IX
ZAMBOANGA CITY,5,0,7/12/2020,Region IX
ZAMBOANGA CITY,6,0,7/19/2020,Region IX
ZAMBOANGA CITY,8,0,7/26/2020,Region IX
ZAMBOANGA CITY,4,0,8/2/2020,Region IX
ZAMBOANGA CITY,5,0,8/9/2020,Region IX
ZAMBOANGA CITY,9,1,8/16/2020,Region IX
ZAMBOANGA CITY,6,0,8/23/2020,Region IX
ZAMBOANGA CITY,6,0,8/30/2020,Region IX
ZAMBOANGA CITY,6,0,9/6/2020,Region IX
ZAMBOANGA CITY,3,0,9/13/2020,Region IX
ZAMBOANGA CITY,4,0,9/20/2020,Region IX
ZAMBOANGA CITY,6,1,9/27/2020,Region IX
ZAMBOANGA CITY,2,0,10/4/2020,Region IX
ZAMBOANGA CITY,6,0,10/11/2020,Region IX
ZAMBOANGA CITY,3,0,10/18/2020,Region IX
ZAMBOANGA CITY,1,0,10/25/2020,Region IX
ZAMBOANGA CITY,1,0,11/1/2020,Region IX
ZAMBOANGA CITY,4,0,11/8/2020,Region IX
ZAMBOANGA CITY,2,0,11/15/2020,Region IX
ZAMBOANGA CITY,1,0,11/22/2020,Region IX
ZAMBOANGA CITY,4,0,11/29/2020,Region IX
ZAMBOANGA CITY,5,1,12/6/2020,Region IX
ZAMBOANGA CITY,1,0,12/13/2020,Region IX
ZAMBOANGA CITY,4,0,12/20/2020,Region IX
ZAMBOANGA CITY,3,0,12/27/2020,Region IX
ZAMBOANGA CITY,2,0,1/3/2021,Region IX
ZAMBOANGA CITY,2,0,1/10/2021,Region IX
ZAMBOANGA DEL NORTE,40,0,1/12/2020,Region IX
ZAMBOANGA DEL NORTE,94,1,1/19/2020,Region IX
ZAMBOANGA DEL NORTE,79,0,1/26/2020,Region IX
ZAMBOANGA DEL NORTE,60,0,2/2/2020,Region IX
ZAMBOANGA DEL NORTE,68,1,2/9/2020,Region IX
ZAMBOANGA DEL NORTE,75,1,2/16/2020,Region IX
ZAMBOANGA DEL NORTE,59,0,2/23/2020,Region IX
ZAMBOANGA DEL NORTE,47,0,3/1/2020,Region IX
ZAMBOANGA DEL NORTE,42,0,3/8/2020,Region IX
ZAMBOANGA DEL NORTE,26,0,3/15/2020,Region IX
ZAMBOANGA DEL NORTE,29,0,3/22/2020,Region IX
ZAMBOANGA DEL NORTE,19,0,3/29/2020,Region IX
ZAMBOANGA DEL NORTE,10,0,4/5/2020,Region IX
ZAMBOANGA DEL NORTE,5,0,4/12/2020,Region IX
ZAMBOANGA DEL NORTE,10,0,4/19/2020,Region IX
ZAMBOANGA DEL NORTE,17,0,4/26/2020,Region IX
ZAMBOANGA DEL NORTE,9,0,5/3/2020,Region IX
ZAMBOANGA DEL NORTE,13,0,5/10/2020,Region IX
ZAMBOANGA DEL NORTE,6,0,5/17/2020,Region IX
ZAMBOANGA DEL NORTE,12,0,5/24/2020,Region IX
ZAMBOANGA DEL NORTE,16,0,5/31/2020,Region IX
ZAMBOANGA DEL NORTE,6,0,6/7/2020,Region IX
ZAMBOANGA DEL NORTE,15,0,6/14/2020,Region IX
ZAMBOANGA DEL NORTE,15,0,6/21/2020,Region IX
ZAMBOANGA DEL NORTE,14,0,6/28/2020,Region IX
ZAMBOANGA DEL NORTE,22,0,7/5/2020,Region IX
ZAMBOANGA DEL NORTE,15,0,7/12/2020,Region IX
ZAMBOANGA DEL NORTE,16,0,7/19/2020,Region IX
ZAMBOANGA DEL NORTE,22,0,7/26/2020,Region IX
ZAMBOANGA DEL NORTE,31,0,8/2/2020,Region IX
ZAMBOANGA DEL NORTE,24,0,8/9/2020,Region IX
ZAMBOANGA DEL NORTE,32,0,8/16/2020,Region IX
ZAMBOANGA DEL NORTE,17,0,8/23/2020,Region IX
ZAMBOANGA DEL NORTE,18,0,8/30/2020,Region IX
ZAMBOANGA DEL NORTE,13,0,9/6/2020,Region IX
ZAMBOANGA DEL NORTE,9,0,9/13/2020,Region IX
ZAMBOANGA DEL NORTE,14,0,9/20/2020,Region IX
ZAMBOANGA DEL NORTE,13,0,9/27/2020,Region IX
ZAMBOANGA DEL NORTE,14,0,10/4/2020,Region IX
ZAMBOANGA DEL NORTE,6,0,10/11/2020,Region IX
ZAMBOANGA DEL NORTE,10,0,10/18/2020,Region IX
ZAMBOANGA DEL NORTE,2,0,10/25/2020,Region IX
ZAMBOANGA DEL NORTE,7,0,11/1/2020,Region IX
ZAMBOANGA DEL NORTE,5,0,11/8/2020,Region IX
ZAMBOANGA DEL NORTE,6,0,11/15/2020,Region IX
ZAMBOANGA DEL NORTE,2,0,11/22/2020,Region IX
ZAMBOANGA DEL NORTE,3,0,11/29/2020,Region IX
ZAMBOANGA DEL NORTE,3,0,12/6/2020,Region IX
ZAMBOANGA DEL NORTE,10,0,12/13/2020,Region IX
ZAMBOANGA DEL NORTE,6,0,12/20/2020,Region IX
ZAMBOANGA DEL NORTE,1,0,12/27/2020,Region IX
ZAMBOANGA DEL NORTE,4,0,1/3/2021,Region IX
ZAMBOANGA DEL NORTE,2,0,1/10/2021,Region IX
ZAMBOANGA DEL SUR,13,0,1/12/2020,Region IX
ZAMBOANGA DEL SUR,18,0,1/19/2020,Region IX
ZAMBOANGA DEL SUR,19,0,1/26/2020,Region IX
ZAMBOANGA DEL SUR,18,0,2/2/2020,Region IX
ZAMBOANGA DEL SUR,9,0,2/9/2020,Region IX
ZAMBOANGA DEL SUR,18,0,2/16/2020,Region IX
ZAMBOANGA DEL SUR,27,0,2/23/2020,Region IX
ZAMBOANGA DEL SUR,16,0,3/1/2020,Region IX
ZAMBOANGA DEL SUR,13,0,3/8/2020,Region IX
ZAMBOANGA DEL SUR,11,0,3/15/2020,Region IX
ZAMBOANGA DEL SUR,15,0,3/22/2020,Region IX
ZAMBOANGA DEL SUR,4,0,3/29/2020,Region IX
ZAMBOANGA DEL SUR,8,0,4/5/2020,Region IX
ZAMBOANGA DEL SUR,2,0,4/12/2020,Region IX
ZAMBOANGA DEL SUR,5,0,4/19/2020,Region IX
ZAMBOANGA DEL SUR,13,1,4/26/2020,Region IX
ZAMBOANGA DEL SUR,9,0,5/3/2020,Region IX
ZAMBOANGA DEL SUR,11,0,5/10/2020,Region IX
ZAMBOANGA DEL SUR,13,0,5/17/2020,Region IX
ZAMBOANGA DEL SUR,15,1,5/24/2020,Region IX
ZAMBOANGA DEL SUR,16,0,5/31/2020,Region IX
ZAMBOANGA DEL SUR,4,0,6/7/2020,Region IX
ZAMBOANGA DEL SUR,13,0,6/14/2020,Region IX
ZAMBOANGA DEL SUR,14,0,6/21/2020,Region IX
ZAMBOANGA DEL SUR,11,0,6/28/2020,Region IX
ZAMBOANGA DEL SUR,14,0,7/5/2020,Region IX
ZAMBOANGA DEL SUR,11,0,7/12/2020,Region IX
ZAMBOANGA DEL SUR,10,0,7/19/2020,Region IX
ZAMBOANGA DEL SUR,10,0,7/26/2020,Region IX
ZAMBOANGA DEL SUR,5,0,8/2/2020,Region IX
ZAMBOANGA DEL SUR,9,0,8/9/2020,Region IX
ZAMBOANGA DEL SUR,13,0,8/16/2020,Region IX
ZAMBOANGA DEL SUR,6,0,8/23/2020,Region IX
ZAMBOANGA DEL SUR,8,0,8/30/2020,Region IX
ZAMBOANGA DEL SUR,8,0,9/6/2020,Region IX
ZAMBOANGA DEL SUR,3,0,9/13/2020,Region IX
ZAMBOANGA DEL SUR,2,0,9/20/2020,Region IX
ZAMBOANGA DEL SUR,5,0,9/27/2020,Region IX
ZAMBOANGA DEL SUR,5,0,10/4/2020,Region IX
ZAMBOANGA DEL SUR,1,0,10/11/2020,Region IX
ZAMBOANGA DEL SUR,3,0,10/18/2020,Region IX
ZAMBOANGA DEL SUR,2,0,10/25/2020,Region IX
ZAMBOANGA DEL SUR,1,0,11/1/2020,Region IX
ZAMBOANGA DEL SUR,1,0,11/8/2020,Region IX
ZAMBOANGA DEL SUR,1,0,11/15/2020,Region IX
ZAMBOANGA DEL SUR,4,0,11/22/2020,Region IX
ZAMBOANGA DEL SUR,3,0,11/29/2020,Region IX
ZAMBOANGA DEL SUR,2,0,12/6/2020,Region IX
ZAMBOANGA DEL SUR,1,0,12/13/2020,Region IX
ZAMBOANGA DEL SUR,2,0,12/20/2020,Region IX
ZAMBOANGA DEL SUR,1,0,12/27/2020,Region IX
ZAMBOANGA DEL SUR,2,0,1/3/2021,Region IX
ZAMBOANGA DEL SUR,0,0,1/10/2021,Region IX
ZAMBOANGA SIBUGAY,14,0,1/12/2020,Region IX
ZAMBOANGA SIBUGAY,36,0,1/19/2020,Region IX
ZAMBOANGA SIBUGAY,35,2,1/26/2020,Region IX
ZAMBOANGA SIBUGAY,30,1,2/2/2020,Region IX
ZAMBOANGA SIBUGAY,34,0,2/9/2020,Region IX
ZAMBOANGA SIBUGAY,32,0,2/16/2020,Region IX
ZAMBOANGA SIBUGAY,17,0,2/23/2020,Region IX
ZAMBOANGA SIBUGAY,22,0,3/1/2020,Region IX
ZAMBOANGA SIBUGAY,17,0,3/8/2020,Region IX
ZAMBOANGA SIBUGAY,11,0,3/15/2020,Region IX
ZAMBOANGA SIBUGAY,19,0,3/22/2020,Region IX
ZAMBOANGA SIBUGAY,6,0,3/29/2020,Region IX
ZAMBOANGA SIBUGAY,6,0,4/5/2020,Region IX
ZAMBOANGA SIBUGAY,6,0,4/12/2020,Region IX
ZAMBOANGA SIBUGAY,8,0,4/19/2020,Region IX
ZAMBOANGA SIBUGAY,5,1,4/26/2020,Region IX
ZAMBOANGA SIBUGAY,6,0,5/3/2020,Region IX
ZAMBOANGA SIBUGAY,10,0,5/10/2020,Region IX
ZAMBOANGA SIBUGAY,4,0,5/17/2020,Region IX
ZAMBOANGA SIBUGAY,5,0,5/24/2020,Region IX
ZAMBOANGA SIBUGAY,4,0,5/31/2020,Region IX
ZAMBOANGA SIBUGAY,5,0,6/7/2020,Region IX
ZAMBOANGA SIBUGAY,3,0,6/14/2020,Region IX
ZAMBOANGA SIBUGAY,1,0,6/21/2020,Region IX
ZAMBOANGA SIBUGAY,0,0,6/28/2020,Region IX
ZAMBOANGA SIBUGAY,3,0,7/5/2020,Region IX
ZAMBOANGA SIBUGAY,2,0,7/12/2020,Region IX
ZAMBOANGA SIBUGAY,1,0,7/19/2020,Region IX
ZAMBOANGA SIBUGAY,1,0,7/26/2020,Region IX
ZAMBOANGA SIBUGAY,3,0,8/2/2020,Region IX
ZAMBOANGA SIBUGAY,3,0,8/9/2020,Region IX
ZAMBOANGA SIBUGAY,1,0,8/16/2020,Region IX
ZAMBOANGA SIBUGAY,0,0,8/23/2020,Region IX
ZAMBOANGA SIBUGAY,2,0,8/30/2020,Region IX
ZAMBOANGA SIBUGAY,4,2,9/6/2020,Region IX
ZAMBOANGA SIBUGAY,3,0,9/13/2020,Region IX
ZAMBOANGA SIBUGAY,4,0,9/20/2020,Region IX
ZAMBOANGA SIBUGAY,1,0,9/27/2020,Region IX
ZAMBOANGA SIBUGAY,3,0,10/4/2020,Region IX
ZAMBOANGA SIBUGAY,5,0,10/11/2020,Region IX
ZAMBOANGA SIBUGAY,2,0,10/18/2020,Region IX
ZAMBOANGA SIBUGAY,1,0,10/25/2020,Region IX
ZAMBOANGA SIBUGAY,1,0,11/1/2020,Region IX
ZAMBOANGA SIBUGAY,1,0,11/8/2020,Region IX
ZAMBOANGA SIBUGAY,2,0,11/15/2020,Region IX
ZAMBOANGA SIBUGAY,1,0,11/22/2020,Region IX
ZAMBOANGA SIBUGAY,0,0,11/29/2020,Region IX
ZAMBOANGA SIBUGAY,2,0,12/6/2020,Region IX
ZAMBOANGA SIBUGAY,1,0,12/13/2020,Region IX
ZAMBOANGA SIBUGAY,1,0,12/20/2020,Region IX
ZAMBOANGA SIBUGAY,0,0,12/27/2020,Region IX
ZAMBOANGA SIBUGAY,0,0,1/3/2021,Region IX
ZAMBOANGA SIBUGAY,1,0,1/10/2021,Region IX
BUKIDNON,41,0,1/12/2020,Region X 
BUKIDNON,44,1,1/19/2020,Region X 
BUKIDNON,40,0,1/26/2020,Region X 
BUKIDNON,38,0,2/2/2020,Region X 
BUKIDNON,41,0,2/9/2020,Region X 
BUKIDNON,37,0,2/16/2020,Region X 
BUKIDNON,35,0,2/23/2020,Region X 
BUKIDNON,25,0,3/1/2020,Region X 
BUKIDNON,36,0,3/8/2020,Region X 
BUKIDNON,40,0,3/15/2020,Region X 
BUKIDNON,34,0,3/22/2020,Region X 
BUKIDNON,27,0,3/29/2020,Region X 
BUKIDNON,12,0,4/5/2020,Region X 
BUKIDNON,11,1,4/12/2020,Region X 
BUKIDNON,16,0,4/19/2020,Region X 
BUKIDNON,21,0,4/26/2020,Region X 
BUKIDNON,25,0,5/3/2020,Region X 
BUKIDNON,14,0,5/10/2020,Region X 
BUKIDNON,24,0,5/17/2020,Region X 
BUKIDNON,24,0,5/24/2020,Region X 
BUKIDNON,23,0,5/31/2020,Region X 
BUKIDNON,29,0,6/7/2020,Region X 
BUKIDNON,31,0,6/14/2020,Region X 
BUKIDNON,41,0,6/21/2020,Region X 
BUKIDNON,29,0,6/28/2020,Region X 
BUKIDNON,55,0,7/5/2020,Region X 
BUKIDNON,42,0,7/12/2020,Region X 
BUKIDNON,43,0,7/19/2020,Region X 
BUKIDNON,56,1,7/26/2020,Region X 
BUKIDNON,52,1,8/2/2020,Region X 
BUKIDNON,45,0,8/9/2020,Region X 
BUKIDNON,45,0,8/16/2020,Region X 
BUKIDNON,25,0,8/23/2020,Region X 
BUKIDNON,22,0,8/30/2020,Region X 
BUKIDNON,25,0,9/6/2020,Region X 
BUKIDNON,21,0,9/13/2020,Region X 
BUKIDNON,22,0,9/20/2020,Region X 
BUKIDNON,21,1,9/27/2020,Region X 
BUKIDNON,15,0,10/4/2020,Region X 
BUKIDNON,17,1,10/11/2020,Region X 
BUKIDNON,19,0,10/18/2020,Region X 
BUKIDNON,10,0,10/25/2020,Region X 
BUKIDNON,8,0,11/1/2020,Region X 
BUKIDNON,18,0,11/8/2020,Region X 
BUKIDNON,15,0,11/15/2020,Region X 
BUKIDNON,14,1,11/22/2020,Region X 
BUKIDNON,15,0,11/29/2020,Region X 
BUKIDNON,19,0,12/6/2020,Region X 
BUKIDNON,12,0,12/13/2020,Region X 
BUKIDNON,13,0,12/20/2020,Region X 
BUKIDNON,13,0,12/27/2020,Region X 
BUKIDNON,5,0,1/3/2021,Region X 
BUKIDNON,7,0,1/10/2021,Region X 
 CAGAYAN DE ORO CITY,46,0,1/12/2020,Region X 
 CAGAYAN DE ORO CITY,65,2,1/19/2020,Region X 
 CAGAYAN DE ORO CITY,45,0,1/26/2020,Region X 
 CAGAYAN DE ORO CITY,48,0,2/2/2020,Region X 
 CAGAYAN DE ORO CITY,50,0,2/9/2020,Region X 
 CAGAYAN DE ORO CITY,44,0,2/16/2020,Region X 
 CAGAYAN DE ORO CITY,40,0,2/23/2020,Region X 
 CAGAYAN DE ORO CITY,9,0,3/1/2020,Region X 
 CAGAYAN DE ORO CITY,29,0,3/8/2020,Region X 
 CAGAYAN DE ORO CITY,31,0,3/15/2020,Region X 
 CAGAYAN DE ORO CITY,23,0,3/22/2020,Region X 
 CAGAYAN DE ORO CITY,18,0,3/29/2020,Region X 
 CAGAYAN DE ORO CITY,13,0,4/5/2020,Region X 
 CAGAYAN DE ORO CITY,7,0,4/12/2020,Region X 
 CAGAYAN DE ORO CITY,12,0,4/19/2020,Region X 
 CAGAYAN DE ORO CITY,8,0,4/26/2020,Region X 
 CAGAYAN DE ORO CITY,11,0,5/3/2020,Region X 
 CAGAYAN DE ORO CITY,13,0,5/10/2020,Region X 
 CAGAYAN DE ORO CITY,3,0,5/17/2020,Region X 
 CAGAYAN DE ORO CITY,11,0,5/24/2020,Region X 
 CAGAYAN DE ORO CITY,7,0,5/31/2020,Region X 
 CAGAYAN DE ORO CITY,8,0,6/7/2020,Region X 
 CAGAYAN DE ORO CITY,9,0,6/14/2020,Region X 
 CAGAYAN DE ORO CITY,8,0,6/21/2020,Region X 
 CAGAYAN DE ORO CITY,8,0,6/28/2020,Region X 
 CAGAYAN DE ORO CITY,6,0,7/5/2020,Region X 
 CAGAYAN DE ORO CITY,11,0,7/12/2020,Region X 
 CAGAYAN DE ORO CITY,14,0,7/19/2020,Region X 
 CAGAYAN DE ORO CITY,14,0,7/26/2020,Region X 
 CAGAYAN DE ORO CITY,11,0,8/2/2020,Region X 
 CAGAYAN DE ORO CITY,19,0,8/9/2020,Region X 
 CAGAYAN DE ORO CITY,12,0,8/16/2020,Region X 
 CAGAYAN DE ORO CITY,31,0,8/23/2020,Region X 
 CAGAYAN DE ORO CITY,13,0,8/30/2020,Region X 
 CAGAYAN DE ORO CITY,13,0,9/6/2020,Region X 
 CAGAYAN DE ORO CITY,22,0,9/13/2020,Region X 
 CAGAYAN DE ORO CITY,8,0,9/20/2020,Region X 
 CAGAYAN DE ORO CITY,13,0,9/27/2020,Region X 
 CAGAYAN DE ORO CITY,10,0,10/4/2020,Region X 
 CAGAYAN DE ORO CITY,11,0,10/11/2020,Region X 
 CAGAYAN DE ORO CITY,9,0,10/18/2020,Region X 
 CAGAYAN DE ORO CITY,10,0,10/25/2020,Region X 
 CAGAYAN DE ORO CITY,17,1,11/1/2020,Region X 
 CAGAYAN DE ORO CITY,15,0,11/8/2020,Region X 
 CAGAYAN DE ORO CITY,11,0,11/15/2020,Region X 
 CAGAYAN DE ORO CITY,5,0,11/22/2020,Region X 
 CAGAYAN DE ORO CITY,12,0,11/29/2020,Region X 
 CAGAYAN DE ORO CITY,19,0,12/6/2020,Region X 
 CAGAYAN DE ORO CITY,8,0,12/13/2020,Region X 
 CAGAYAN DE ORO CITY,16,0,12/20/2020,Region X 
 CAGAYAN DE ORO CITY,18,0,12/27/2020,Region X 
 CAGAYAN DE ORO CITY,12,0,1/3/2021,Region X 
 CAGAYAN DE ORO CITY,6,0,1/10/2021,Region X 
CAMIGUIN,6,0,1/12/2020,Region X 
CAMIGUIN,17,0,1/19/2020,Region X 
CAMIGUIN,16,0,1/26/2020,Region X 
CAMIGUIN,16,0,2/2/2020,Region X 
CAMIGUIN,15,0,2/9/2020,Region X 
CAMIGUIN,12,0,2/16/2020,Region X 
CAMIGUIN,9,0,2/23/2020,Region X 
CAMIGUIN,1,0,3/1/2020,Region X 
CAMIGUIN,2,0,3/8/2020,Region X 
CAMIGUIN,3,0,3/15/2020,Region X 
CAMIGUIN,4,0,3/22/2020,Region X 
CAMIGUIN,4,0,3/29/2020,Region X 
CAMIGUIN,1,0,4/5/2020,Region X 
CAMIGUIN,3,0,4/12/2020,Region X 
CAMIGUIN,1,0,4/19/2020,Region X 
CAMIGUIN,0,0,4/26/2020,Region X 
CAMIGUIN,1,0,5/3/2020,Region X 
CAMIGUIN,2,0,5/10/2020,Region X 
CAMIGUIN,0,0,5/17/2020,Region X 
CAMIGUIN,0,0,5/24/2020,Region X 
CAMIGUIN,1,0,5/31/2020,Region X 
CAMIGUIN,1,0,6/7/2020,Region X 
CAMIGUIN,1,0,6/14/2020,Region X 
CAMIGUIN,1,0,6/21/2020,Region X 
CAMIGUIN,0,0,6/28/2020,Region X 
CAMIGUIN,1,0,7/5/2020,Region X 
